Messstelle ID; Messstelle Name      ; Probenahme Ort; Probenahme Art                 ; NAQUA Probenahme Datum; NAQUA Probenahme Uhrzeit; NAWA Probenahme Beginn (Datum und Uhrzeit); NAWA Probenahme Ende (Datum und Uhrzeit); NAWA Probenahme Dauer (Stunden); Labor; Erhebung Feld/Labor; Parameter                                     ; Messwert ; Bestimmungsgrenze; Nachweisgrenze; Einheit; Messunsicherheit absolut/relativ; Messunsicherheit; Gerät/Methode; Bemerkung Messwert; Status                       ; Parameterqualität (0..254); Messprogramm
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Hydrochlorthiazid                             ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Imidacloprid                                  ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Indoxacarb                                    ; 0        ;            0.03  ;          0.015; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Iomeprol                                      ; 0        ;            0.05  ;          0.03 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Iopamidol                                     ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Iopromid                                      ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Iprovalicarb                                  ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Irbesartan                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Isoproturon                                   ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Lamotrigin                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Lenacil                                       ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Linuron                                       ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; MCPA                                          ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; MCPB                                          ; 0        ;            0.1   ;          0.05 ; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Mecoprop                                      ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Mefenaminsaeure                               ; 0        ;            0.05  ;          0.03 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Mesosulfuron-methyl                           ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Mesotrion                                     ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metalaxyl                                     ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metamitron                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metazachlor                                   ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metazachlor-ESA                               ; 0.043    ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metformin                                     ; 0        ;            0.1   ;          0.05 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Methiocarb                                    ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               35; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Methomyl                                      ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Methoxyfenozid                                ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Methyl-desphenyl-chloridazon                  ; 0.09     ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metolachlor                                   ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metolachlor_CGA_368208                        ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metolachlor_NOA_413173                        ; 0.13     ;            0.05  ;          0.02 ; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metolachlor-ESA                               ; 0.13     ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metolachlor-OXA                               ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metoprolol                                    ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Metribuzin                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Napropamid                                    ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Naproxen                                      ; 0        ;            0.05  ;          0.03 ; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Nicosulfuron                                  ; 0        ;            0.008 ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Nicosulfuron_AUSN                             ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Nicosulfuron_UCSN                             ; 0.057    ;            0.05  ;          0.02 ; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Oxadixyl                                      ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Pantoprazol                                   ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Paracetamol                                   ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Pirimicarb                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Propachlor-ESA                                ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Propamocarb                                   ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Propiconazol                                  ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Propranolol                                   ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               35; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Propyzamid                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Prosulfocarb                                  ; 0        ;            0.03  ;          0.015; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Pyrimethanil                                  ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Quinmerac                                     ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Sertralin                                     ; 0        ;            0.03  ;          0.015; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Simazin                                       ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Sitagliptin                                   ; 0        ;            0.05  ;          0.025; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Sotalol                                       ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Spiroxamin                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Sulcotrion                                    ; 0        ;            0.05  ;          0.02 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Sulfamethazin                                 ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Sulfamethoxazol                               ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Tebuconazol                                   ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               30; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Tebufenozid                                   ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Terbuthylazin                                 ; 0        ;            0.04  ;          0.02 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Terbuthylazin_LM5                             ; 0.015    ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Terbuthylazin_LM6                             ; 0.015    ;            0.02  ;          0.01 ; µg/l   ;                                 ;               10; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Terbutryn                                     ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Thiacloprid                                   ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Thiamethoxam                                  ; 0        ;            0.01  ;          0.005; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Tramadol                                      ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Triclosan                                     ; 0        ;            0.05  ;          0.03 ; µg/l   ;                                 ;               25; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Trifloxystrobin                               ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Trimethoprim                                  ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               20; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90660; Standort_660    ; ---           ; Sammelprobe zeitproportional   ;                       ;                         ; 19.12.2022 09:00                          ; 02.01.2023 09:00                        ;                             336;      ; ---                ; Venlafaxin                                    ; 0        ;            0.02  ;          0.01 ; µg/l   ;                                 ;               15; ---          ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 10-11-Dihydroxy-10-11-dihydro-carbamazepin    ; 0.018    ;            0.002 ;               ; µg/l   ;                                 ;               20; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 11-Nor-9-carboxy-delta-9-THC                  ; <0.010   ;            0.01  ;               ; µg/l   ;                                 ;                 ; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 1-Butyl-2-pyrrolidinon                        ; <0.010   ;            0.01  ;               ; µg/l   ;                                 ;               31; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 1-Chloro-2-propanol-phosphat                  ; 0.04     ;            0.01  ;               ; µg/l   ;                                 ;               34; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 1-Methylbenzotriazol                          ; <0.003   ;            0.003 ;               ; µg/l   ;                                 ;               42; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 1-und_4-Hydroxybenzotriazol                   ; <0.005   ;            0.005 ;               ; µg/l   ;                                 ;               20; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 2-_Dimethylamino_methyl_benzonitril           ; <0.050   ;            0.05  ;               ; µg/l   ;                                 ;               51; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 2-2-Difluordeoxyuridin                        ; <0.0100  ;            0.01  ;               ; µg/l   ;                                 ;               28; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 2-4-D                                         ; <0.00300 ;            0.003 ;               ; µg/l   ;                                 ;               20; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
         90670; Standort_670                ; ---           ; Sammelprobe abflussproportional;                       ;                         ; 19.12.2022 09:45                          ; 03.01.2023 10:16                        ;                             336;      ; ---                ; 2-6-Dichlorbenzamid                           ; <0.00200 ;            0.002 ;               ; µg/l   ;                                 ;               14; LC-MS/MS     ;                   ; Freigegeben, validierte Daten;                           ; NAWA Trend
