"CODE","STANDORT","NAME","PROBEARTID","BEGINNPROBENAHME","ENDEPROBENAHME","PARAMETER","OPERATOR","WERT_NUM","EINHEIT","MSTLTYP","PARAMETERGRUPPEID","PARAMETERGRUPPE","BEZEICHNUNG_BAFU","PARAMETERID_BAFU"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",6.6.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",3.10.2023 00:00:00,,"Sulfamethoxazol",,5.15,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",3.1.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",31.1.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",28.2.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",7.11.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",5.12.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",28.3.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",4.7.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",8.8.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"DS01","Brücke unterhalb Wahlern","Dorfbach","S",5.9.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",2.5.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",6.6.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",3.10.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",3.1.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",31.1.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",28.2.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",7.11.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",5.12.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",28.3.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",4.7.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",8.8.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"CBA004","Grabe, Brücke","Chräbsbach","S",5.9.2023 00:00:00,,"Sulfamethoxazol","<",5.00,"ng/l","Fliessgewässer","29","Pharamaka","Sulfamethoxazol","Sulfamethoxazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",2.5.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",6.6.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",3.10.2023 00:00:00,,"Methylbenzotriazole",,8.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",3.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",31.1.2023 00:00:00,,"Methylbenzotriazole",,5.81,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",28.2.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",5.12.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",7.11.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",28.3.2023 00:00:00,,"Methylbenzotriazole",,7.13,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",4.7.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",8.8.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SE02","Riedernbrücke R (unterhalb Scherligraben)","Sense","S",5.9.2023 00:00:00,,"Methylbenzotriazole",,6.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",2.5.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",6.6.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",3.10.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",3.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",31.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",28.2.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",7.11.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",5.12.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",28.3.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",4.7.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",8.8.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SR01","Sensematt, Brücke","Scherlibach","S",5.9.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",2.5.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",6.6.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",3.10.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",3.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",31.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",28.2.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",7.11.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",5.12.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",28.3.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",4.7.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",8.8.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SW52","Steg ob alter Schwarzwasserbrücke","Schwarzwasser","S",5.9.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",3.5.2022 00:00:00,,"Methylbenzotriazole",,105.30,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",31.5.2022 00:00:00,,"Methylbenzotriazole",,76.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",1.2.2022 00:00:00,,"Methylbenzotriazole",,147.50,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",1.3.2022 00:00:00,,"Methylbenzotriazole",,72.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",29.3.2022 00:00:00,,"Methylbenzotriazole",,95.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",4.7.2022 00:00:00,,"Methylbenzotriazole",,82.33,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",2.8.2022 00:00:00,,"Methylbenzotriazole",,110.82,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",6.9.2022 00:00:00,,"Methylbenzotriazole",,103.25,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",8.11.2022 00:00:00,,"Methylbenzotriazole",,56.73,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",4.1.2022 00:00:00,,"Methylbenzotriazole",,78.70,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",4.10.2022 00:00:00,,"Methylbenzotriazole",,50.36,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"KI52","nach Freimettigen, Steg","Chise","S",6.12.2022 00:00:00,,"Methylbenzotriazole",,43.92,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",3.5.2022 00:00:00,,"Methylbenzotriazole",,53.40,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",31.5.2022 00:00:00,,"Methylbenzotriazole",,58.40,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",1.2.2022 00:00:00,,"Methylbenzotriazole",,54.30,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",1.3.2022 00:00:00,,"Methylbenzotriazole",,60.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",29.3.2022 00:00:00,,"Methylbenzotriazole",,53.50,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",4.7.2022 00:00:00,,"Methylbenzotriazole",,53.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",2.8.2022 00:00:00,,"Methylbenzotriazole",,33.03,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",6.9.2022 00:00:00,,"Methylbenzotriazole",,44.43,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",8.11.2022 00:00:00,,"Methylbenzotriazole",,45.27,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",4.1.2022 00:00:00,,"Methylbenzotriazole",,59.20,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",4.10.2022 00:00:00,,"Methylbenzotriazole",,53.56,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"SA51","Marfeldingen","Saane","S",6.12.2022 00:00:00,,"Methylbenzotriazole",,48.33,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",2.5.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",6.6.2023 00:00:00,,"Methylbenzotriazole",,12.68,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",3.10.2023 00:00:00,,"Methylbenzotriazole",,5.61,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",3.1.2023 00:00:00,,"Methylbenzotriazole",,13.19,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",31.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",28.2.2023 00:00:00,,"Methylbenzotriazole",,5.41,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",7.11.2023 00:00:00,,"Methylbenzotriazole",,9.48,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",5.12.2023 00:00:00,,"Methylbenzotriazole",,10.28,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",28.3.2023 00:00:00,,"Methylbenzotriazole",,11.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",4.7.2023 00:00:00,,"Methylbenzotriazole",,81.60,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",8.8.2023 00:00:00,,"Methylbenzotriazole",,9.72,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"WO03","Hammerschmitte, ob Brücke","Worble","S",5.9.2023 00:00:00,,"Methylbenzotriazole",,6.07,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",2.5.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",6.6.2023 00:00:00,,"Methylbenzotriazole",,5.95,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",3.10.2023 00:00:00,,"Methylbenzotriazole",,46.97,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",3.1.2023 00:00:00,,"Methylbenzotriazole",,6.89,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",31.1.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",28.2.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",7.11.2023 00:00:00,,"Methylbenzotriazole",,6.64,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",5.12.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",28.3.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",4.7.2023 00:00:00,,"Methylbenzotriazole",,24.85,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",8.8.2023 00:00:00,,"Methylbenzotriazole","<",5.00,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"RO01","Vor Mündung M","Rotache","S",5.9.2023 00:00:00,,"Methylbenzotriazole",,16.25,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",3.5.2022 00:00:00,,"Methylbenzotriazole",,33.50,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",31.5.2022 00:00:00,,"Methylbenzotriazole",,57.90,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",1.2.2022 00:00:00,,"Methylbenzotriazole",,73.40,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",1.3.2022 00:00:00,,"Methylbenzotriazole",,41.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",29.3.2022 00:00:00,,"Methylbenzotriazole",,68.60,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",4.7.2022 00:00:00,,"Methylbenzotriazole",,29.80,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",2.8.2022 00:00:00,,"Methylbenzotriazole",,34.42,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",6.9.2022 00:00:00,,"Methylbenzotriazole",,44.62,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",8.11.2022 00:00:00,,"Methylbenzotriazole",,31.07,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
"GU03","Belpmatten Brücke","Gürbe","S",4.1.2022 00:00:00,,"Methylbenzotriazole",,41.10,"ng/l","Fliessgewässer","30","org. Spurenstoffe","4- und 5-Methylbenzotriazol","4-und_5-Methylbenzotriazol"
